"","X","region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"14614",14614,"E. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1984
"50715",50715,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",33,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2008
"10580",10580,"MIDDLE ATLANTIC","$5000 TO 5999","PRETTY HAPPY",30,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1982
"53360",53360,"NOT ASSIGNED","$15000 - 19999","NOT TOO HAPPY",56,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","TEMP NOT WORKING","STRONG DEMOCRAT","MODERATE","MALE",2010
"37317",37317,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",68,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2000
"17595",17595,"E. NOR. CENTRAL","$5000 TO 5999","VERY HAPPY",25,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1986
"12676",12676,"SOUTH ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",41,"FAR BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","EXTREMELY LIBERAL","MALE",1983
"34230",34230,"NEW ENGLAND","$25000 OR MORE","VERY HAPPY",51,"ABOVE AVERAGE","NEVER MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1998
"7806",7806,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",48,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","LIBERAL","MALE",1978
"3367",3367,"SOUTH ATLANTIC","$4000 TO 4999","PRETTY HAPPY",68,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","POOR","RETIRED","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1975
"40602",40602,"E. SOU. CENTRAL","$25000 OR MORE",NA,46,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","NOT STR DEMOCRAT",NA,"FEMALE",2002
"3738",3738,"PACIFIC","$1000 TO 2999","PRETTY HAPPY",54,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","POOR","OTHER","INDEPENDENT","MODERATE","MALE",1975
"21916",21916,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",47,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1989
"50013",50013,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2008
"16097",16097,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",40,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1985
"27729",27729,"E. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",44,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1993
"31429",31429,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",35,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",1996
"29760",29760,"W. SOU. CENTRAL",NA,"VERY HAPPY",89,"AVERAGE","WIDOWED",NA,NA,"RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1994
"31389",31389,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",56,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",1996
"41470",41470,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",50,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","TEMP NOT WORKING","NOT STR REPUBLICAN","MODERATE","MALE",2002
"37876",37876,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",37,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR REP","EXTRMLY CONSERVATIVE","FEMALE",2000
"40751",40751,"NEW ENGLAND","$20000 - 24999","NOT TOO HAPPY",45,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",2002
"40809",40809,"E. NOR. CENTRAL","REFUSED",NA,26,NA,"NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME",NA,NA,"MALE",2002
"43591",43591,"SOUTH ATLANTIC","$25000 OR MORE",NA,60,NA,"NEVER MARRIED","BACHELOR",NA,"RETIRED","STRONG REPUBLICAN",NA,"MALE",2004
"48280",48280,"W. NOR. CENTRAL","$20000 - 24999","NOT TOO HAPPY",55,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","EXTREMELY LIBERAL","FEMALE",2006
"8668",8668,"W. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",24,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1978
"284",284,"NEW ENGLAND","$3000 TO 3999","PRETTY HAPPY",48,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",1973
"4126",4126,"PACIFIC","$7000 TO 7999","PRETTY HAPPY",22,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1975
"17721",17721,"SOUTH ATLANTIC","$4000 TO 4999","PRETTY HAPPY",81,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","STRONG REPUBLICAN",NA,"FEMALE",1986
"5686",5686,"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1976
"14194",14194,"W. SOU. CENTRAL","$10000 - 14999","VERY HAPPY",29,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",1984
"45832",45832,"SOUTH ATLANTIC","$25000 OR MORE",NA,26,NA,"NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","LIBERAL","MALE",2006
"42547",42547,"SOUTH ATLANTIC","$25000 OR MORE",NA,28,NA,"NEVER MARRIED","GRADUATE",NA,"WORKING FULLTIME","IND NEAR DEM",NA,"MALE",2004
"7623",7623,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",32,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1978
"15859",15859,"NEW ENGLAND","$20000 - 24999","PRETTY HAPPY",27,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",1985
"39814",39814,"NEW ENGLAND","REFUSED","PRETTY HAPPY",59,"ABOVE AVERAGE","WIDOWED","BACHELOR",NA,"WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2002
"35294",35294,"W. SOU. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",32,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",1998
"24367",24367,"W. NOR. CENTRAL","$6000 TO 6999","PRETTY HAPPY",81,"AVERAGE","WIDOWED","HIGH SCHOOL",NA,"KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1990
"42737",42737,"W. SOU. CENTRAL","$6000 TO 6999","PRETTY HAPPY",41,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","FEMALE",2004
"53366",53366,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",75,"AVERAGE","MARRIED","HIGH SCHOOL","IAP","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2010
"49992",49992,"W. NOR. CENTRAL","$1000 TO 2999","PRETTY HAPPY",25,"AVERAGE","NEVER MARRIED","BACHELOR","FAIR","UNEMPL LAID OFF","OTHER PARTY",NA,"MALE",2008
"48529",48529,"E. NOR. CENTRAL","$25000 OR MORE",NA,36,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","MALE",2006
"30264",30264,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",53,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",1994
"485",485,"MOUNTAIN","$4000 TO 4999","PRETTY HAPPY",25,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",1973
"26079",26079,"SOUTH ATLANTIC",NA,"NOT TOO HAPPY",78,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",1991
"40654",40654,"MIDDLE ATLANTIC","$5000 TO 5999","PRETTY HAPPY",52,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","POOR","OTHER","NOT STR DEMOCRAT","MODERATE","MALE",2002
"20648",20648,"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",39,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1988
"25394",25394,"SOUTH ATLANTIC",NA,"VERY HAPPY",67,"AVERAGE","MARRIED","BACHELOR","FAIR","RETIRED","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1991
"41868",41868,"PACIFIC","$25000 OR MORE",NA,69,NA,"MARRIED","HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN",NA,"MALE",2002
"23717",23717,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",26,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1990
"51122",51122,"E. SOU. CENTRAL","REFUSED","PRETTY HAPPY",49,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2008
"49090",49090,"W. SOU. CENTRAL","$25000 OR MORE",NA,45,NA,"DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"24039",24039,"E. NOR. CENTRAL","$6000 TO 6999","PRETTY HAPPY",34,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",1990
"17838",17838,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1986
"45588",45588,"MIDDLE ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",70,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"45864",45864,"SOUTH ATLANTIC","$25000 OR MORE",NA,29,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"40513",40513,"MOUNTAIN","$8000 TO 9999",NA,69,NA,"WIDOWED","HIGH SCHOOL","POOR","RETIRED","NOT STR DEMOCRAT",NA,"FEMALE",2002
"53022",53022,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",80,"AVERAGE","WIDOWED","JUNIOR COLLEGE","GOOD","SCHOOL","IND NEAR DEM","LIBERAL","FEMALE",2010
"44558",44558,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",39,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR REP","LIBERAL","FEMALE",2004
"7600",7600,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",79,"AVERAGE","WIDOWED","GRADUATE",NA,"RETIRED","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1978
"10138",10138,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",37,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR","GOOD","TEMP NOT WORKING","NOT STR DEMOCRAT","LIBERAL","MALE",1980
"11666",11666,"MOUNTAIN","REFUSED","PRETTY HAPPY",53,"AVERAGE","MARRIED","HIGH SCHOOL","POOR","RETIRED","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1982
"44851",44851,"MIDDLE ATLANTIC","$25000 OR MORE",NA,47,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2004
"37931",37931,"E. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",24,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",2000
"40114",40114,"E. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",73,"AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"OTHER","NOT STR DEMOCRAT","EXTREMELY LIBERAL","FEMALE",2002
"2641",2641,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",63,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",1974
"11340",11340,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1982
"31873",31873,"MIDDLE ATLANTIC","$15000 - 19999","PRETTY HAPPY",44,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL","GOOD","WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",1996
"44031",44031,"PACIFIC","$10000 - 14999","VERY HAPPY",55,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","UNEMPL LAID OFF","INDEPENDENT","MODERATE","FEMALE",2004
"12860",12860,"PACIFIC","$20000 - 24999",NA,30,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",1983
"25734",25734,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",1991
"7392",7392,"PACIFIC","$25000 OR MORE","VERY HAPPY",33,"FAR ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",1977
"50328",50328,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",25,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL",NA,"UNEMPL LAID OFF","IND NEAR REP","MODERATE","FEMALE",2008
"38885",38885,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",55,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",2000
"52544",52544,"NOT ASSIGNED","$25000 OR MORE","PRETTY HAPPY",48,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2010
"25977",25977,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",37,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1991
"2327",2327,"MIDDLE ATLANTIC","$5000 TO 5999","VERY HAPPY",63,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1974
"17732",17732,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",46,"AVERAGE","SEPARATED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",1986
"44987",44987,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",33,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","UNEMPL LAID OFF","INDEPENDENT","MODERATE","FEMALE",2006
"2193",2193,"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",36,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1974
"16371",16371,"SOUTH ATLANTIC","REFUSED","VERY HAPPY",59,NA,"MARRIED","HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1985
"49012",49012,"W. SOU. CENTRAL","$15000 - 19999","PRETTY HAPPY",84,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","IND NEAR DEM","CONSERVATIVE","FEMALE",2006
"43545",43545,"E. SOU. CENTRAL","$3000 TO 3999","PRETTY HAPPY",18,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","STRONG REPUBLICAN","CONSERVATIVE","MALE",2004
"46485",46485,"PACIFIC","$25000 OR MORE",NA,68,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","IND NEAR REP","CONSERVATIVE","FEMALE",2006
"26437",26437,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR DEM",NA,"MALE",1993
"36160",36160,"MOUNTAIN","$25000 OR MORE","VERY HAPPY",32,"BELOW AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1998
"11516",11516,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",31,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1982
"13004",13004,"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",84,"AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1983
"2131",2131,"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",29,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1974
"21866",21866,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",25,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1989
"19515",19515,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1987
"22501",22501,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",44,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1989
"17302",17302,"SOUTH ATLANTIC","$20000 - 24999","VERY HAPPY",29,"BELOW AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",1986
"45245",45245,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",62,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"43529",43529,"E. NOR. CENTRAL","$10000 - 14999",NA,18,NA,"NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT",NA,"MALE",2004
"29636",29636,"E. SOU. CENTRAL","REFUSED","VERY HAPPY",66,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","MODERATE","FEMALE",1994
"7505",7505,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","FEMALE",1977
"16812",16812,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",19,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","SCHOOL","NOT STR DEMOCRAT","LIBERAL","MALE",1985
"21584",21584,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",27,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",1988
"35318",35318,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",54,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1998
"15772",15772,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",30,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1985
"39243",39243,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",58,"AVERAGE","DIVORCED","GRADUATE","EXCELLENT","WORKING FULLTIME","IND NEAR REP","LIBERAL","FEMALE",2000
"9920",9920,"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",20,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1980
"6522",6522,"E. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",55,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","POOR","OTHER","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",1977
"43422",43422,"E. NOR. CENTRAL","$25000 OR MORE",NA,35,NA,"MARRIED","JUNIOR COLLEGE",NA,"KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2004
"52711",52711,"NOT ASSIGNED","$25000 OR MORE","NOT TOO HAPPY",40,"AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2010
"40265",40265,"W. SOU. CENTRAL","$1000 TO 2999",NA,40,NA,"DIVORCED","HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"43655",43655,"SOUTH ATLANTIC",NA,"PRETTY HAPPY",72,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"OTHER","NOT STR REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2004
"12195",12195,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",47,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",1982
"8133",8133,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",81,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1978
"32053",32053,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",41,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",1996
"37171",37171,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",45,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"25126",25126,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",47,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","TEMP NOT WORKING","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",1991
"41666",41666,"E. NOR. CENTRAL","$25000 OR MORE",NA,34,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"49959",49959,"MOUNTAIN",NA,"PRETTY HAPPY",81,NA,"WIDOWED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2008
"41509",41509,"E. SOU. CENTRAL","$6000 TO 6999","PRETTY HAPPY",72,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2002
"43287",43287,"E. NOR. CENTRAL","$25000 OR MORE",NA,34,NA,"MARRIED","JUNIOR COLLEGE","GOOD","SCHOOL","IND NEAR DEM",NA,"FEMALE",2004
"47988",47988,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",35,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2006
"18723",18723,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",54,"FAR BELOW AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1987
"30320",30320,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",42,"AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",1994
"8904",8904,"E. SOU. CENTRAL","$6000 TO 6999","PRETTY HAPPY",44,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",1978
"52906",52906,"NOT ASSIGNED","$25000 OR MORE","NOT TOO HAPPY",37,"BELOW AVERAGE","NEVER MARRIED","BACHELOR","GOOD","UNEMPL LAID OFF","OTHER PARTY","SLIGHTLY LIBERAL","MALE",2010
"53429",53429,"SOUTH ATLANTIC","DK","PRETTY HAPPY",87,"DK","WIDOWED","LT HIGH SCHOOL","IAP","RETIRED","INDEPENDENT","DK","FEMALE",2010
